year_film,film,tomatometer_rating,audience_rating,rt_release_month,rt_url,poster_url
2025,Frankenstein,85.0,94.0,10.0,https://www.rottentomatoes.com/m/frankenstein_2025,https://resizing.flixster.com/Zz5j775bLo0_Z-G77RAEMRKjB18=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2JmOTJjOWE4LTNlYTAtNGFmMS04NDViLTQ5Njg5Mjc4MzY0Ni5qcGc=
2025,Hamnet,87.0,93.0,11.0,https://www.rottentomatoes.com/m/hamnet,https://resizing.flixster.com/6LGQJrao1ZROpy-EoS0WjfPoKkM=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzFlOWU5YmRmLTM4NjItNGFhMy1hN2IwLTMxZmY1NTgxM2I2OC5qcGc=
2025,It Was Just an Accident,98.0,93.0,10.0,https://www.rottentomatoes.com/m/it_was_just_an_accident,https://resizing.flixster.com/bJJ57noM7uFLFepE_J7mkM0Mf_4=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzdkOGFlYWU2LTRlZmYtNDMzZS04MDAxLWFmZDVjNzI3MGQ4My5qcGc=
2025,Jay Kelly,75.0,86.0,11.0,https://www.rottentomatoes.com/m/jay_kelly,https://resizing.flixster.com/D-nwV-1J_wd1_OtKdA1qurYsN6Y=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzgxMzQ4MjdlLTRjOTctNDA5Zi04ODkxLWU0NGU1OGEyODg0Yi5qcGc=
2025,Marty Supreme,93.0,82.0,12.0,https://www.rottentomatoes.com/m/marty_supreme,https://resizing.flixster.com/ctnE9C-eNbOaWPgDjHa7U2bPcoY=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2QzYWQxYzYwLTM3NjgtNDMyMy1iZjBmLWZhYTlhMTU3ZTA5My5qcGc=
2025,No Other Choice,97.0,93.0,9.0,https://www.rottentomatoes.com/m/no_other_choice,https://resizing.flixster.com/jmx4yLi00DEubbDPQoxemNRqPsc=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2MyMzQ4M2M5LWEzMTUtNDA4NC05OGMyLTVhYjMxNTE0ZjhhNi5qcGc=
2025,One Battle After Another,94.0,85.0,9.0,https://www.rottentomatoes.com/m/one_battle_after_another,https://resizing.flixster.com/yepsxuaCu3f7igZnTo2huAOVtCU=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzNhNmQzNDA0LWFhYjQtNDA5Mi04OTMyLTA2Y2U2OWI5ZjVmYS5qcGc=
2025,Sentimental Value,95.0,94.0,11.0,https://www.rottentomatoes.com/m/sentimental_value,https://resizing.flixster.com/PAUYG-yc_Cx2yQaj92V9FMSByo4=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzk0NDY3OTQzLTBlNDEtNGVmNS05OTRkLWM0NGJlMzgyZjJmMi5qcGc=
2025,Sinners,97.0,96.0,4.0,https://www.rottentomatoes.com/m/sinners_2025,https://resizing.flixster.com/VR3Tfr9zpNllsU6RchvnbhGmPkc=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2VhOTdiZDNjLTlmODQtNGNlYi1iZWYwLWNkYjY2YmI5YzZjYS5qcGc=
2025,Sirât,90.0,87.0,9.0,https://www.rottentomatoes.com/m/sirat,https://resizing.flixster.com/IgES2vRmXvBgdPimlNWlpt2S7Uo=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzMwM2NkOTFkLWVkMmMtNGRlNC04OTE4LTFjZmFlY2ZlY2VlNC5qcGc=
2025,The Secret Agent,98.0,83.0,11.0,https://www.rottentomatoes.com/m/the_secret_agent_2025,https://resizing.flixster.com/YBTbc6VIpar20XFi7a0tCAPmcd8=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzljMTgwZDBmLWRiYTgtNDZkYi04M2NhLTcxZGZiOTU0N2NhMy5qcGc=
2025,Train Dreams,94.0,91.0,11.0,https://www.rottentomatoes.com/m/train_dreams,https://resizing.flixster.com/OcWpaZjoMcz3xWBO1S3PPrjpaaA=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzZjMWRkMThkLWY3YzItNGYyNi05NWI0LTU5YWZlNGU5MjVkOC5qcGc=
2025,Wake Up Dead Man: A Knives Out Mystery,92.0,94.0,11.0,https://www.rottentomatoes.com/m/wake_up_dead_man_a_knives_out_mystery,https://resizing.flixster.com/cRBFRr5H-cnjivNJctQASgb5TxY=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzljZDQ2NTBkLTFjNTgtNDUxMy04OThlLTM4M2E3ZDI5ZTZmNy5qcGc=
2025,Wicked: For Good,66.0,92.0,11.0,https://www.rottentomatoes.com/m/wicked_for_good,https://resizing.flixster.com/73vo2mteKuX4jKAnDsTUBankCtQ=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzgwNTY3YjgzLTUyYjctNGM0NS1hNjhjLWMxM2NlYzZlNzQ1MC5qcGc=
2026,People We Meet on Vacation,76.0,70.0,1.0,https://www.rottentomatoes.com/m/people_we_meet_on_vacation,https://resizing.flixster.com/25CKNhiKNu9u00Hu_yGUX76PdgA=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzNhZGJmMTVjLWU2ZWMtNDk0Mi1iNjVlLWJhOTBlZGNlMTY3NC5qcGc=
2026,Project Hail Mary,94.0,96.0,3.0,https://www.rottentomatoes.com/m/project_hail_mary,https://resizing.flixster.com/6EeDwgqrKFi1ADO4k4VzZtrOVhM=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2NlNDNmOTM0LTc3NDctNDcxNi05ZWY1LTQ3NzI0OWIxYTlhNC5qcGc=
2026,The Bride!,57.0,70.0,3.0,https://www.rottentomatoes.com/m/the_bride_2026,https://resizing.flixster.com/z6BFk7MTfmhxPbsNeGPWSOruG4k=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzQwNTljYWI5LWY2OWQtNGU0ZC05ZTFjLWE1ZjUxMmViNDdmYy5qcGc=
2026,The Rip,79.0,65.0,1.0,https://www.rottentomatoes.com/m/the_rip,https://resizing.flixster.com/RMXC9aHsZxWf--hK5hh-Xbc9YkI=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzLzlmY2IxNDc3LTNiNTMtNDZjOS1iZjExLTU5Mjk1MmE4ZjQxMC53ZWJw
2026,The Wrecking Crew,75.0,67.0,1.0,https://www.rottentomatoes.com/m/the_wrecking_crew_2026,https://resizing.flixster.com/ASco3Grx3Tvui3S08H3n29wDIP4=/ems.cHJkLWVtcy1hc3NldHMvbW92aWVzL2M3MTY2NGRlLTM2NmEtNGFlMC1hMWQ2LTFlNjQxNGRiNTk5Ny5qcGc=
